level,imu,task
0,'0segment_data80019.mat',0
0,'0segment_data80020.mat',0
0,'0segment_data80021.mat',0
0,'0segment_data80022.mat',0
0,'0segment_data80023.mat',0
0,'0segment_data80024.mat',0
0,'0segment_data80025.mat',0
0,'0segment_data80026.mat',0
0,'0segment_data80027.mat',0
0,'0segment_data80028.mat',0
0,'0segment_data80029.mat',0
0,'0segment_data80030.mat',0
0,'0segment_data80031.mat',0
0,'0segment_data80032.mat',0
0,'0segment_data80033.mat',0
0,'0segment_data80034.mat',0
0,'0segment_data80035.mat',0
0,'0segment_data80036.mat',0
0,'0segment_data80037.mat',0
0,'0segment_data80038.mat',0
0,'0segment_data80039.mat',0
0,'0segment_data80040.mat',0
0,'0segment_data80041.mat',0
0,'0segment_data80042.mat',0
0,'0segment_data80043.mat',0
0,'0segment_data80044.mat',0
0,'0segment_data80045.mat',0
0,'0segment_data80046.mat',0
0,'0segment_data80047.mat',0
0,'0segment_data80048.mat',0
0,'0segment_data80049.mat',0
0,'0segment_data80050.mat',0
0,'0segment_data80051.mat',0
0,'0segment_data80052.mat',0
0,'0segment_data80053.mat',0
0,'0segment_data80054.mat',0
0,'0segment_data80055.mat',0
0,'0segment_data80056.mat',0
0,'0segment_data80057.mat',0
0,'0segment_data80058.mat',0
0,'0segment_data80059.mat',0
0,'0segment_data80060.mat',0
0,'0segment_data80061.mat',0
0,'0segment_data80062.mat',0
0,'0segment_data80063.mat',0
0,'0segment_data80064.mat',0
0,'0segment_data80065.mat',0
0,'0segment_data80066.mat',0
0,'0segment_data80067.mat',0
0,'0segment_data80068.mat',0
0,'0segment_data80069.mat',0
0,'0segment_data80070.mat',0
0,'0segment_data80071.mat',0
0,'0segment_data80072.mat',0
0,'0segment_data80073.mat',0
0,'0segment_data80074.mat',0
0,'0segment_data80075.mat',0
0,'0segment_data80076.mat',0
0,'0segment_data80077.mat',0
0,'0segment_data80078.mat',0
0,'0segment_data80079.mat',0
0,'0segment_data80080.mat',0
0,'0segment_data80081.mat',0
0,'0segment_data80082.mat',0
0,'0segment_data80083.mat',0
0,'0segment_data80084.mat',0
0,'0segment_data80085.mat',0
0,'0segment_data80086.mat',0
0,'0segment_data80087.mat',0
0,'0segment_data80088.mat',0
0,'0segment_data80089.mat',0
0,'0segment_data80090.mat',0
0,'0segment_data80091.mat',0
0,'0segment_data80092.mat',0
0,'0segment_data80093.mat',0
0,'0segment_data80094.mat',0
0,'0segment_data80095.mat',0
0,'0segment_data80096.mat',0
0,'0segment_data80097.mat',0
0,'0segment_data80098.mat',0
0,'0segment_data80099.mat',0
0,'0segment_data80100.mat',0
0,'0segment_data80101.mat',0
0,'0segment_data80102.mat',0
0,'0segment_data80103.mat',0
0,'0segment_data80104.mat',0
0,'0segment_data80105.mat',0
0,'0segment_data80106.mat',0
0,'0segment_data80107.mat',0
0,'0segment_data80108.mat',0
0,'0segment_data80109.mat',0
0,'0segment_data80110.mat',0
0,'0segment_data80111.mat',0
0,'0segment_data80112.mat',0
0,'0segment_data80113.mat',0
0,'0segment_data80114.mat',0
0,'0segment_data80115.mat',0
0,'0segment_data80116.mat',0
0,'0segment_data80117.mat',0
0,'0segment_data80118.mat',0
0,'0segment_data80119.mat',0
0,'0segment_data80120.mat',0
0,'0segment_data80121.mat',0
0,'0segment_data80122.mat',0
0,'0segment_data80123.mat',0
0,'0segment_data80124.mat',0
0,'0segment_data80125.mat',0
0,'0segment_data80126.mat',0
0,'0segment_data80127.mat',0
0,'0segment_data80128.mat',0
0,'0segment_data80129.mat',0
0,'0segment_data80130.mat',0
0,'0segment_data80131.mat',0
0,'0segment_data80132.mat',0
0,'0segment_data80133.mat',0
0,'0segment_data80134.mat',0
0,'0segment_data80135.mat',0
0,'0segment_data80136.mat',0
0,'0segment_data80137.mat',0
0,'0segment_data80138.mat',0
0,'0segment_data80139.mat',0
0,'0segment_data80140.mat',0
0,'0segment_data80141.mat',0
0,'0segment_data80142.mat',0
0,'0segment_data80143.mat',0
0,'0segment_data80144.mat',0
0,'0segment_data80145.mat',0
0,'0segment_data80146.mat',0
0,'0segment_data80147.mat',0
0,'0segment_data80148.mat',0
0,'0segment_data80149.mat',0
0,'0segment_data80150.mat',0
0,'0segment_data80151.mat',0
0,'0segment_data80152.mat',0
0,'0segment_data80153.mat',0
0,'0segment_data80154.mat',0
0,'0segment_data80155.mat',0
0,'0segment_data80156.mat',0
0,'0segment_data80157.mat',0
0,'0segment_data80158.mat',0
0,'0segment_data80159.mat',0
0,'0segment_data80160.mat',0
0,'0segment_data80161.mat',0
0,'0segment_data80162.mat',0
0,'0segment_data80163.mat',0
0,'0segment_data80164.mat',0
0,'0segment_data80165.mat',0
0,'0segment_data80166.mat',0
0,'0segment_data80167.mat',0
0,'0segment_data80168.mat',0
0,'0segment_data80169.mat',0
0,'0segment_data80170.mat',0
0,'0segment_data80171.mat',0
0,'0segment_data80172.mat',0
0,'0segment_data80173.mat',0
0,'0segment_data80174.mat',0
0,'0segment_data80175.mat',0
0,'0segment_data80176.mat',0
0,'0segment_data80177.mat',0
0,'0segment_data80178.mat',0
0,'0segment_data80179.mat',0
0,'0segment_data80180.mat',0
0,'0segment_data80181.mat',0
0,'0segment_data80182.mat',0
0,'0segment_data80183.mat',0
0,'0segment_data80184.mat',0
0,'0segment_data80185.mat',0
0,'0segment_data80186.mat',0
0,'0segment_data80187.mat',0
0,'0segment_data80188.mat',0
0,'0segment_data80189.mat',0
0,'0segment_data80190.mat',0
0,'0segment_data80191.mat',0
0,'0segment_data80192.mat',0
0,'0segment_data80193.mat',0
0,'0segment_data80194.mat',0
0,'0segment_data80195.mat',0
0,'0segment_data80196.mat',0
0,'0segment_data80197.mat',0
0,'0segment_data80198.mat',0
0,'0segment_data80199.mat',0
0,'0segment_data80200.mat',0
0,'0segment_data80201.mat',0
0,'0segment_data80202.mat',0
0,'0segment_data80203.mat',0
0,'0segment_data80204.mat',0
0,'0segment_data80205.mat',0
0,'0segment_data80206.mat',0
0,'0segment_data80207.mat',0
0,'0segment_data80208.mat',0
0,'0segment_data80209.mat',0
0,'0segment_data80210.mat',0
0,'0segment_data80211.mat',0
0,'0segment_data80212.mat',0
0,'0segment_data80213.mat',0
0,'0segment_data80214.mat',0
0,'0segment_data80215.mat',0
0,'0segment_data80216.mat',0
0,'0segment_data80217.mat',0
0,'0segment_data80218.mat',0
0,'0segment_data80219.mat',0
0,'0segment_data80220.mat',0
0,'0segment_data80221.mat',0
0,'0segment_data80222.mat',0
0,'0segment_data80223.mat',0
0,'0segment_data80224.mat',0
0,'0segment_data80225.mat',0
0,'0segment_data80226.mat',0
0,'0segment_data80227.mat',0
0,'0segment_data80228.mat',0
0,'0segment_data80229.mat',0
0,'0segment_data80230.mat',0
0,'0segment_data80231.mat',0
0,'0segment_data80232.mat',0
0,'0segment_data80233.mat',0
0,'0segment_data80234.mat',0
0,'0segment_data80235.mat',0
0,'0segment_data80236.mat',0
0,'0segment_data80237.mat',0
0,'0segment_data80238.mat',0
0,'0segment_data80239.mat',0
0,'0segment_data80240.mat',0
0,'0segment_data80241.mat',0
0,'0segment_data80242.mat',0
0,'0segment_data80243.mat',0
0,'0segment_data80244.mat',0
0,'0segment_data80245.mat',0
0,'0segment_data80246.mat',0
0,'0segment_data80247.mat',0
0,'0segment_data80248.mat',0
0,'0segment_data80249.mat',0
0,'0segment_data80250.mat',0
0,'0segment_data80251.mat',0
0,'0segment_data80252.mat',0
0,'0segment_data80253.mat',0
0,'0segment_data80254.mat',0
0,'0segment_data80255.mat',0
0,'0segment_data80256.mat',0
0,'0segment_data80257.mat',0
0,'0segment_data80258.mat',0
0,'0segment_data80259.mat',0
0,'0segment_data80260.mat',0
0,'0segment_data80261.mat',0
0,'0segment_data80262.mat',0
0,'0segment_data80263.mat',0
0,'0segment_data80264.mat',0
0,'0segment_data80265.mat',0
0,'0segment_data80266.mat',0
0,'0segment_data80267.mat',0
0,'0segment_data80268.mat',0
0,'0segment_data80269.mat',0
0,'0segment_data80270.mat',0
0,'0segment_data80271.mat',0
0,'0segment_data80272.mat',0
0,'0segment_data80273.mat',0
0,'0segment_data80274.mat',0
0,'0segment_data80275.mat',0
0,'0segment_data80276.mat',0
0,'0segment_data80277.mat',0
0,'0segment_data80278.mat',0
0,'0segment_data80279.mat',0
0,'0segment_data80280.mat',0
0,'0segment_data80281.mat',0
0,'0segment_data80282.mat',0
0,'0segment_data80283.mat',0
0,'0segment_data80284.mat',0
0,'0segment_data80285.mat',0
0,'0segment_data80286.mat',0
0,'0segment_data80287.mat',0
0,'0segment_data80288.mat',0
0,'0segment_data80289.mat',0
0,'0segment_data80290.mat',0
0,'0segment_data80291.mat',0
0,'0segment_data80292.mat',0
0,'0segment_data80293.mat',0
0,'0segment_data80294.mat',0
0,'0segment_data80295.mat',0
0,'0segment_data80296.mat',0
0,'0segment_data80297.mat',0
0,'0segment_data80298.mat',0
0,'0segment_data80299.mat',0
0,'0segment_data80300.mat',0
0,'0segment_data80301.mat',0
0,'0segment_data80302.mat',0
0,'0segment_data80303.mat',0
0,'0segment_data80304.mat',0
0,'0segment_data80305.mat',0
0,'0segment_data80306.mat',0
0,'0segment_data80307.mat',0
0,'0segment_data80308.mat',0
0,'0segment_data80309.mat',0
0,'0segment_data80310.mat',0
0,'0segment_data80311.mat',0
0,'0segment_data80312.mat',0
0,'0segment_data80313.mat',0
0,'0segment_data80314.mat',0
0,'0segment_data80315.mat',0
0,'0segment_data80316.mat',0
0,'0segment_data80317.mat',0
0,'0segment_data80318.mat',0
0,'0segment_data80319.mat',0
0,'0segment_data80320.mat',0
0,'0segment_data80321.mat',0
0,'0segment_data80322.mat',0
0,'0segment_data80323.mat',0
0,'0segment_data80324.mat',0
0,'0segment_data80325.mat',0
0,'0segment_data80326.mat',0
0,'0segment_data80327.mat',0
0,'0segment_data80328.mat',0
0,'0segment_data80329.mat',0
0,'0segment_data80330.mat',0
0,'0segment_data80331.mat',0
0,'0segment_data80332.mat',0
0,'0segment_data80333.mat',0
0,'0segment_data80334.mat',0
0,'0segment_data80335.mat',0
0,'0segment_data80336.mat',0
0,'0segment_data80337.mat',0
0,'0segment_data80338.mat',0
0,'0segment_data80339.mat',0
0,'0segment_data80340.mat',0
0,'0segment_data80341.mat',0
0,'0segment_data80342.mat',0
0,'0segment_data80343.mat',0
0,'0segment_data80344.mat',0
0,'0segment_data80345.mat',0
0,'0segment_data80346.mat',0
0,'0segment_data80347.mat',0
0,'0segment_data80348.mat',0
0,'0segment_data80349.mat',0
0,'0segment_data80350.mat',0
0,'0segment_data80351.mat',0
0,'0segment_data80352.mat',0
0,'0segment_data80353.mat',0
0,'0segment_data80354.mat',0
0,'0segment_data80355.mat',0
0,'0segment_data80356.mat',0
0,'0segment_data80357.mat',0
0,'0segment_data80358.mat',0
0,'0segment_data80359.mat',0
0,'0segment_data80360.mat',0
0,'0segment_data80361.mat',0
0,'0segment_data80362.mat',0
0,'0segment_data80363.mat',0
0,'0segment_data80364.mat',0
0,'0segment_data80365.mat',0
0,'0segment_data80366.mat',0
0,'0segment_data80367.mat',0
0,'0segment_data80368.mat',0
0,'0segment_data80369.mat',0
0,'0segment_data80370.mat',0
0,'0segment_data80371.mat',0
0,'0segment_data80372.mat',0
0,'0segment_data80373.mat',0
0,'0segment_data80374.mat',0
0,'0segment_data80375.mat',0
0,'0segment_data80376.mat',0
0,'0segment_data80377.mat',0
0,'0segment_data80378.mat',0
0,'0segment_data80379.mat',0
0,'0segment_data80380.mat',0
0,'0segment_data80381.mat',0
0,'0segment_data80382.mat',0
0,'0segment_data80383.mat',0
0,'0segment_data80384.mat',0
0,'0segment_data80385.mat',0
0,'0segment_data80386.mat',0
0,'0segment_data80387.mat',0
0,'0segment_data80388.mat',0
0,'0segment_data80389.mat',0
0,'0segment_data80390.mat',0
0,'0segment_data80391.mat',0
0,'0segment_data80392.mat',0
0,'0segment_data80393.mat',0
0,'0segment_data80394.mat',0
0,'0segment_data80395.mat',0
0,'0segment_data80396.mat',0
0,'0segment_data80397.mat',0
0,'0segment_data80398.mat',0
0,'0segment_data80399.mat',0
0,'0segment_data80400.mat',0
0,'0segment_data80401.mat',0
0,'0segment_data80402.mat',0
0,'0segment_data80403.mat',0
0,'0segment_data80404.mat',0
0,'0segment_data80405.mat',0
0,'0segment_data80406.mat',0
0,'0segment_data80407.mat',0
0,'0segment_data80408.mat',0
0,'0segment_data80409.mat',0
0,'0segment_data80410.mat',0
0,'0segment_data80411.mat',0
0,'0segment_data80412.mat',0
0,'0segment_data80413.mat',0
0,'0segment_data80414.mat',0
0,'0segment_data80415.mat',0
0,'0segment_data80416.mat',0
0,'0segment_data80417.mat',0
0,'0segment_data80418.mat',0
0,'0segment_data80419.mat',0
0,'0segment_data80420.mat',0
0,'0segment_data80421.mat',0
0,'0segment_data80422.mat',0
0,'0segment_data80423.mat',0
0,'0segment_data80424.mat',0
0,'0segment_data80425.mat',0
0,'0segment_data80426.mat',0
0,'0segment_data80427.mat',0
0,'0segment_data80428.mat',0
0,'0segment_data80429.mat',0
0,'0segment_data80430.mat',0
0,'0segment_data80431.mat',0
0,'0segment_data80432.mat',0
0,'0segment_data80433.mat',0
0,'0segment_data80434.mat',0
0,'0segment_data80435.mat',0
0,'0segment_data80436.mat',0
0,'0segment_data80437.mat',0
0,'0segment_data80438.mat',0
0,'0segment_data80439.mat',0
0,'0segment_data80440.mat',0
0,'0segment_data80441.mat',0
0,'0segment_data80442.mat',0
0,'0segment_data80443.mat',0
0,'0segment_data80444.mat',0
0,'0segment_data80445.mat',0
0,'0segment_data80446.mat',0
0,'0segment_data80447.mat',0
0,'0segment_data80448.mat',0
0,'0segment_data80449.mat',0
0,'0segment_data80450.mat',0
0,'0segment_data80451.mat',0
0,'0segment_data80452.mat',0
0,'0segment_data80453.mat',0
0,'0segment_data80454.mat',0
0,'0segment_data80455.mat',0
0,'0segment_data80456.mat',0
0,'0segment_data80457.mat',0
0,'0segment_data80458.mat',0
0,'0segment_data80459.mat',0
0,'0segment_data80460.mat',0
0,'0segment_data80461.mat',0
0,'0segment_data80462.mat',0
0,'0segment_data80463.mat',0
0,'0segment_data80464.mat',0
0,'0segment_data80465.mat',0
0,'0segment_data80466.mat',0
0,'0segment_data80467.mat',0
0,'0segment_data80468.mat',0
0,'0segment_data80469.mat',0
0,'0segment_data80470.mat',0
0,'0segment_data80471.mat',0
0,'0segment_data80472.mat',0
0,'0segment_data80473.mat',0
0,'0segment_data80474.mat',0
0,'0segment_data80475.mat',0
0,'0segment_data80476.mat',0
0,'0segment_data80477.mat',0
0,'0segment_data80478.mat',0
0,'0segment_data80479.mat',0
0,'0segment_data80480.mat',0
0,'0segment_data80481.mat',0
0,'0segment_data80482.mat',0
0,'0segment_data80483.mat',0
0,'0segment_data80484.mat',0
0,'0segment_data80485.mat',0
0,'0segment_data80486.mat',0
0,'0segment_data80487.mat',0
0,'0segment_data80488.mat',0
0,'0segment_data80489.mat',0
0,'0segment_data80490.mat',0
0,'0segment_data80491.mat',0
0,'0segment_data80492.mat',0
0,'0segment_data80493.mat',0
0,'0segment_data80494.mat',0
0,'0segment_data80495.mat',0
0,'0segment_data80496.mat',0
0,'0segment_data80497.mat',0
0,'0segment_data80498.mat',0
0,'0segment_data80499.mat',0
0,'0segment_data80500.mat',0
0,'0segment_data80501.mat',0
0,'0segment_data80502.mat',0
0,'0segment_data80503.mat',0
0,'0segment_data80504.mat',0
0,'0segment_data80505.mat',0
0,'0segment_data80506.mat',0
0,'0segment_data80507.mat',0
0,'0segment_data80508.mat',0
0,'0segment_data80509.mat',0
0,'0segment_data80510.mat',0
0,'0segment_data80511.mat',0
0,'0segment_data80512.mat',0
0,'0segment_data80513.mat',0
0,'0segment_data80514.mat',0
0,'0segment_data80515.mat',0
0,'0segment_data80516.mat',0
0,'0segment_data80517.mat',0
0,'0segment_data80518.mat',0
0,'0segment_data80519.mat',0
0,'0segment_data80520.mat',0
0,'0segment_data80521.mat',0
0,'0segment_data80522.mat',0
0,'0segment_data80523.mat',0
0,'0segment_data80524.mat',0
0,'0segment_data80525.mat',0
0,'0segment_data80526.mat',0
0,'0segment_data80527.mat',0
0,'0segment_data80528.mat',0
0,'0segment_data80529.mat',0
0,'0segment_data80530.mat',0
0,'0segment_data80531.mat',0
0,'0segment_data80532.mat',0
0,'0segment_data80533.mat',0
0,'0segment_data80534.mat',0
0,'0segment_data80535.mat',0
0,'0segment_data80536.mat',0
0,'0segment_data80537.mat',0
0,'0segment_data80538.mat',0
0,'0segment_data80539.mat',0
0,'0segment_data80540.mat',0
0,'0segment_data80541.mat',0
0,'0segment_data80542.mat',0
0,'0segment_data80543.mat',0
0,'0segment_data80544.mat',0
0,'0segment_data80545.mat',0
0,'0segment_data80546.mat',0
0,'0segment_data80547.mat',0
0,'0segment_data80548.mat',0
0,'0segment_data80549.mat',0
0,'0segment_data80550.mat',0
0,'0segment_data80551.mat',0
0,'0segment_data80552.mat',0
0,'0segment_data80553.mat',0
0,'0segment_data80554.mat',0
0,'0segment_data80555.mat',0
0,'0segment_data80556.mat',0
0,'0segment_data80557.mat',0
0,'0segment_data80558.mat',0
0,'0segment_data80559.mat',0
0,'0segment_data80560.mat',0
0,'0segment_data80561.mat',0
0,'0segment_data80562.mat',0
0,'0segment_data80563.mat',0
0,'0segment_data80564.mat',0
0,'0segment_data80565.mat',0
0,'0segment_data80566.mat',0
0,'0segment_data80567.mat',0
0,'0segment_data80568.mat',0
0,'0segment_data80569.mat',0
0,'0segment_data80570.mat',0
0,'0segment_data80571.mat',0
0,'0segment_data80572.mat',0
0,'0segment_data80573.mat',0
0,'0segment_data80574.mat',0
0,'0segment_data80575.mat',0
0,'0segment_data80576.mat',0
0,'0segment_data80577.mat',0
0,'0segment_data80578.mat',0
0,'0segment_data80579.mat',0
0,'0segment_data80580.mat',0
0,'0segment_data80581.mat',0
0,'0segment_data80582.mat',0
0,'0segment_data80583.mat',0
0,'0segment_data80584.mat',0
0,'0segment_data80585.mat',0
0,'0segment_data80586.mat',0
0,'0segment_data80587.mat',0
0,'0segment_data80588.mat',0
0,'0segment_data80589.mat',0
0,'0segment_data80590.mat',0
0,'0segment_data80591.mat',0
0,'0segment_data80592.mat',0
0,'0segment_data80593.mat',0
0,'0segment_data80594.mat',0
0,'0segment_data80595.mat',0
0,'0segment_data80596.mat',0
0,'0segment_data80597.mat',0
0,'0segment_data80598.mat',0
0,'0segment_data80599.mat',0
0,'0segment_data80600.mat',0
0,'0segment_data80601.mat',0
0,'0segment_data80602.mat',0
0,'0segment_data80603.mat',0
0,'0segment_data80604.mat',0
0,'0segment_data80605.mat',0
0,'0segment_data80606.mat',0
0,'0segment_data80607.mat',0
0,'0segment_data80608.mat',0
0,'0segment_data80609.mat',0
0,'0segment_data80610.mat',0
0,'0segment_data80611.mat',0
0,'0segment_data80612.mat',0
0,'0segment_data80613.mat',0
0,'0segment_data80614.mat',0
0,'0segment_data80615.mat',0
0,'0segment_data80616.mat',0
0,'0segment_data80617.mat',0
0,'0segment_data80618.mat',0
0,'0segment_data80619.mat',0
0,'0segment_data80620.mat',0
0,'0segment_data80621.mat',0
0,'0segment_data80622.mat',0
0,'0segment_data80623.mat',0
0,'0segment_data80624.mat',0
0,'0segment_data80625.mat',0
0,'0segment_data80626.mat',0
0,'0segment_data80627.mat',0
0,'0segment_data80628.mat',0
0,'0segment_data80629.mat',0
0,'0segment_data80630.mat',0
0,'0segment_data80631.mat',0
0,'0segment_data80632.mat',0
0,'0segment_data80633.mat',0
0,'0segment_data80634.mat',0
0,'0segment_data80635.mat',0
0,'0segment_data80636.mat',0
0,'0segment_data80637.mat',0
0,'0segment_data80638.mat',0
0,'0segment_data80639.mat',0
0,'0segment_data80640.mat',0
0,'0segment_data80641.mat',0
0,'0segment_data80642.mat',0
0,'0segment_data80643.mat',0
0,'0segment_data80644.mat',0
0,'0segment_data80645.mat',0
0,'0segment_data80646.mat',0
0,'0segment_data80647.mat',0
0,'0segment_data80648.mat',0
0,'0segment_data80649.mat',0
0,'0segment_data80650.mat',0
0,'0segment_data80651.mat',0
0,'0segment_data80652.mat',0
0,'0segment_data80653.mat',0
0,'0segment_data80654.mat',0
0,'0segment_data80655.mat',0
0,'0segment_data80656.mat',0
0,'0segment_data80657.mat',0
0,'0segment_data80658.mat',0
0,'0segment_data80659.mat',0
0,'0segment_data80660.mat',0
0,'0segment_data80661.mat',0
0,'0segment_data80662.mat',0
0,'0segment_data80663.mat',0
0,'0segment_data80664.mat',0
0,'0segment_data80665.mat',0
0,'0segment_data80666.mat',0
0,'0segment_data80667.mat',0
0,'0segment_data80668.mat',0
0,'0segment_data80669.mat',0
0,'0segment_data80670.mat',0
0,'0segment_data80671.mat',0
0,'0segment_data80672.mat',0
0,'0segment_data80673.mat',0
0,'0segment_data80674.mat',0
0,'0segment_data80675.mat',0
0,'0segment_data80676.mat',0
0,'0segment_data80677.mat',0
0,'0segment_data80678.mat',0
0,'0segment_data80679.mat',0
0,'0segment_data80680.mat',0
0,'0segment_data80681.mat',0
0,'0segment_data80682.mat',0
0,'0segment_data80683.mat',0
0,'0segment_data80684.mat',0
0,'0segment_data80685.mat',0
0,'0segment_data80686.mat',0
0,'0segment_data80687.mat',0
0,'0segment_data80688.mat',0
0,'0segment_data80689.mat',0
0,'0segment_data80690.mat',0
0,'0segment_data80691.mat',0
0,'0segment_data80692.mat',0
0,'0segment_data80693.mat',0
0,'0segment_data80694.mat',0
0,'0segment_data80695.mat',0
0,'0segment_data80696.mat',0
0,'0segment_data80697.mat',0
0,'0segment_data80698.mat',0
0,'0segment_data80699.mat',0
0,'0segment_data80700.mat',0
0,'0segment_data80701.mat',0
0,'0segment_data80702.mat',0
0,'0segment_data80703.mat',0
0,'0segment_data80704.mat',0
0,'0segment_data80705.mat',0
0,'0segment_data80706.mat',0
0,'0segment_data80707.mat',0
0,'0segment_data80708.mat',0
0,'0segment_data80709.mat',0
0,'0segment_data80710.mat',0
0,'0segment_data80711.mat',0
0,'0segment_data80712.mat',0
0,'0segment_data80713.mat',0
0,'0segment_data80714.mat',0
0,'0segment_data80715.mat',0
0,'0segment_data80716.mat',0
0,'0segment_data80717.mat',0
0,'0segment_data80718.mat',0
0,'0segment_data80719.mat',0
0,'0segment_data80720.mat',0
0,'0segment_data80721.mat',0
0,'0segment_data80722.mat',0
0,'0segment_data80723.mat',0
0,'0segment_data80724.mat',0
0,'0segment_data80725.mat',0
0,'0segment_data80726.mat',0
0,'0segment_data80727.mat',0
0,'0segment_data80728.mat',0
0,'0segment_data80729.mat',0
0,'0segment_data80730.mat',0
0,'0segment_data80731.mat',0
0,'0segment_data80732.mat',0
0,'0segment_data80733.mat',0
0,'0segment_data80734.mat',0
0,'0segment_data80735.mat',0
0,'0segment_data80736.mat',0
0,'0segment_data80737.mat',0
0,'0segment_data80738.mat',0
0,'0segment_data80739.mat',0
0,'0segment_data80740.mat',0
0,'0segment_data80741.mat',0
0,'0segment_data80742.mat',0
0,'0segment_data80743.mat',0
0,'0segment_data80744.mat',0
0,'0segment_data80745.mat',0
0,'0segment_data80746.mat',0
0,'0segment_data80747.mat',0
0,'0segment_data80748.mat',0
0,'0segment_data80749.mat',0
0,'0segment_data80750.mat',0
0,'0segment_data80751.mat',0
0,'0segment_data80752.mat',0
0,'0segment_data80753.mat',0
0,'0segment_data80754.mat',0
0,'0segment_data80755.mat',0
0,'0segment_data80756.mat',0
0,'0segment_data80757.mat',0
0,'0segment_data80758.mat',0
0,'0segment_data80759.mat',0
0,'0segment_data80760.mat',0
0,'0segment_data80761.mat',0
0,'0segment_data80762.mat',0
0,'0segment_data80763.mat',0
0,'0segment_data80764.mat',0
0,'0segment_data80765.mat',0
0,'0segment_data80766.mat',0
0,'0segment_data80767.mat',0
0,'0segment_data80768.mat',0
0,'0segment_data80769.mat',0
0,'0segment_data80770.mat',0
0,'0segment_data80771.mat',0
0,'0segment_data80772.mat',0
0,'0segment_data80773.mat',0
0,'0segment_data80774.mat',0
0,'0segment_data80775.mat',0
0,'0segment_data80776.mat',0
0,'0segment_data80777.mat',0
0,'0segment_data80778.mat',0
0,'0segment_data80779.mat',0
0,'0segment_data80780.mat',0
0,'0segment_data80781.mat',0
0,'0segment_data80782.mat',0
0,'0segment_data80783.mat',0
0,'0segment_data80784.mat',0
0,'0segment_data80785.mat',0
0,'0segment_data80786.mat',0
0,'0segment_data80787.mat',0
0,'0segment_data80788.mat',0
0,'0segment_data80789.mat',0
0,'0segment_data80790.mat',0
0,'0segment_data80791.mat',0
0,'0segment_data80792.mat',0
0,'0segment_data80793.mat',0
0,'0segment_data80794.mat',0
0,'0segment_data80795.mat',0
0,'0segment_data80796.mat',0
0,'0segment_data80797.mat',0
0,'0segment_data80798.mat',0
0,'0segment_data80799.mat',0
0,'0segment_data80800.mat',0
0,'0segment_data80801.mat',0
0,'0segment_data80802.mat',0
0,'0segment_data80803.mat',0
0,'0segment_data80804.mat',0
0,'0segment_data80805.mat',0
0,'0segment_data80806.mat',0
0,'0segment_data80807.mat',0
0,'0segment_data80808.mat',0
0,'0segment_data80809.mat',0
0,'0segment_data80810.mat',0
0,'0segment_data80811.mat',0
0,'0segment_data80812.mat',0
0,'0segment_data80813.mat',0
0,'0segment_data80814.mat',0
0,'0segment_data80815.mat',0
0,'0segment_data80816.mat',0
0,'0segment_data80817.mat',0
0,'0segment_data80818.mat',0
0,'0segment_data80819.mat',0
0,'0segment_data80820.mat',0
0,'0segment_data80821.mat',0
0,'0segment_data80822.mat',0
0,'0segment_data80823.mat',0
0,'0segment_data80824.mat',0
0,'0segment_data80825.mat',0
0,'0segment_data80826.mat',0
0,'0segment_data80827.mat',0
0,'0segment_data80828.mat',0
0,'0segment_data80829.mat',0
0,'0segment_data80830.mat',0
0,'0segment_data80831.mat',0
0,'0segment_data80832.mat',0
0,'0segment_data80833.mat',0
0,'0segment_data80834.mat',0
0,'0segment_data80835.mat',0
0,'0segment_data80836.mat',0
0,'0segment_data80837.mat',0
0,'0segment_data80838.mat',0
0,'0segment_data80839.mat',0
0,'0segment_data80840.mat',0
0,'0segment_data80841.mat',0
0,'0segment_data80842.mat',0
0,'0segment_data80843.mat',0
0,'0segment_data80844.mat',0
0,'0segment_data80845.mat',0
0,'0segment_data80846.mat',0
0,'0segment_data80847.mat',0
0,'0segment_data80848.mat',0
0,'0segment_data80849.mat',0
0,'0segment_data80850.mat',0
0,'0segment_data80851.mat',0
0,'0segment_data80852.mat',0
0,'0segment_data80853.mat',0
0,'0segment_data80854.mat',0
0,'0segment_data80855.mat',0
0,'0segment_data80856.mat',0
0,'0segment_data80857.mat',0
0,'0segment_data80858.mat',0
0,'0segment_data80859.mat',0
0,'0segment_data80860.mat',0
0,'0segment_data80861.mat',0
0,'0segment_data80862.mat',0
0,'0segment_data80863.mat',0
0,'0segment_data80864.mat',0
0,'0segment_data80865.mat',0
0,'0segment_data80866.mat',0
0,'0segment_data80867.mat',0
0,'0segment_data80868.mat',0
0,'0segment_data80869.mat',0
0,'0segment_data80870.mat',0
0,'0segment_data80871.mat',0
0,'0segment_data80872.mat',0
0,'0segment_data80873.mat',0
0,'0segment_data80874.mat',0
0,'0segment_data80875.mat',0
0,'0segment_data80876.mat',0
0,'0segment_data80877.mat',0
0,'0segment_data80878.mat',0
0,'0segment_data80879.mat',0
0,'0segment_data80880.mat',0
0,'0segment_data80881.mat',0
0,'0segment_data80882.mat',0
0,'0segment_data80883.mat',0
0,'0segment_data80884.mat',0
0,'0segment_data80885.mat',0
0,'0segment_data80886.mat',0
0,'0segment_data80887.mat',0
0,'0segment_data80888.mat',0
0,'0segment_data80889.mat',0
0,'0segment_data80890.mat',0
0,'0segment_data80891.mat',0
0,'0segment_data80892.mat',0
